"","respondent_id","USBORN","DEGREE","SS048M1","SS044","SS045","SS046","SS047","SS003_1","SS004_1","SS008_1","SS005_1","SS006_1","SS007_1","deathexpense_special","usborn","degree","deathexpense_usd"
"705","542676_10",1,9,5,6000,NA,NA,NA,5,NA,NA,NA,NA,NA,0,"us-born","Degree unknown/Some College",6000
"706","542822_10",1,2,5,99998,0,1999,NA,5,NA,NA,NA,NA,NA,0,"us-born","High school diploma",999.5
"707","543408_10",1,9,5,2500,NA,NA,NA,5,NA,NA,NA,NA,NA,0,"us-born","Degree unknown/Some College",2500
"708","543973_11",1,9,5,800,NA,NA,NA,2,1700,4,NA,NA,NA,0,"us-born","Degree unknown/Some College",800
"709","543990_20",1,1,3,15000,NA,NA,NA,5,NA,NA,NA,NA,NA,1,"us-born","GED",15000
"710","544398_20",1,3,2,2000,NA,NA,NA,5,NA,NA,NA,NA,NA,1,"us-born","College degree",2000
"711","544667_10",1,2,5,6000,NA,NA,NA,5,NA,NA,NA,NA,NA,0,"us-born","High school diploma",6000
"712","544690_10",1,3,5,0,NA,NA,NA,5,NA,NA,NA,NA,NA,0,"us-born","College degree",0
"713","544733_20",5,9,5,1000,NA,NA,NA,3,1200,4,NA,NA,NA,0,"foreign","Degree unknown/Some College",1000
"714","544754_20",1,4,4,2000,NA,NA,NA,5,NA,NA,NA,NA,NA,1,"us-born","College degree",2000
"715","546349_20",1,2,5,0,NA,NA,NA,2,99999,NA,0,99999996,99,0,"us-born","High school diploma",0
"716","546441_20",1,4,5,5000,NA,NA,NA,5,NA,NA,NA,NA,NA,0,"us-born","College degree",5000
"717","546520_20",1,9,2,6000,NA,NA,NA,2,99998,NA,501,749,NA,1,"us-born","Degree unknown/Some College",6000
"718","900229_10",1,2,2,10000,NA,NA,NA,3,4000,4,NA,NA,NA,1,"us-born","High school diploma",10000
"719","901043_10",1,2,5,50,NA,NA,NA,2,625,4,NA,NA,NA,0,"us-born","High school diploma",50
"720","902214_20",5,2,5,10000,NA,NA,NA,2,1100,4,NA,NA,NA,0,"foreign","High school diploma",10000
"721","902506_10",5,9,3,30000,NA,NA,NA,5,NA,NA,NA,NA,NA,1,"foreign","Degree unknown/Some College",30000
"722","902918_20",1,3,2,2000,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"us-born","College degree",2000
"723","903137_10",5,4,5,10000,NA,NA,NA,3,6000,4,NA,NA,NA,0,"foreign","College degree",10000
"724","904111_10",1,2,2,-8,10000,10000,NA,5,NA,NA,NA,NA,NA,1,"us-born","High school diploma",10000
"725","904168_20",1,2,5,0,NA,NA,NA,5,NA,NA,NA,NA,NA,0,"us-born","High school diploma",0
"726","905779_10",1,2,4,250,NA,NA,NA,3,2269,4,NA,NA,NA,1,"us-born","High school diploma",250
"727","906656_10",1,2,5,17000,NA,NA,NA,5,NA,NA,NA,NA,NA,0,"us-born","High school diploma",17000
"728","908593_10",1,3,5,0,NA,NA,NA,5,NA,NA,NA,NA,NA,0,"us-born","College degree",0
"729","908703_20",5,5,3,20000,NA,NA,NA,3,1100,4,NA,NA,NA,1,"foreign","Postgraduate degree",20000
"730","908974_20",1,2,3,13000,NA,NA,NA,5,NA,NA,NA,NA,NA,1,"us-born","High school diploma",13000
"731","909404_10",1,4,1,9000,NA,NA,NA,3,1500,4,NA,NA,NA,1,"us-born","College degree",9000
"732","910113_10",1,2,3,13000,NA,NA,NA,5,NA,NA,NA,NA,NA,1,"us-born","High school diploma",13000
"733","910517_10",1,0,5,2000,NA,NA,NA,3,1000,4,NA,NA,NA,0,"us-born","No degree",2000
"734","910518_10",5,4,5,6600,NA,NA,NA,3,1470,4,NA,NA,NA,0,"foreign","College degree",6600
"735","910584_10",1,3,5,5000,NA,NA,NA,5,NA,NA,NA,NA,NA,0,"us-born","College degree",5000
"736","910811_10",1,3,5,10000,NA,NA,NA,2,1700,4,NA,NA,NA,0,"us-born","College degree",10000
"737","911856_10",5,2,3,12000,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"foreign","High school diploma",12000
"738","912312_10",1,0,5,8000,NA,NA,NA,2,400,4,NA,NA,NA,0,"us-born","No degree",8000
"739","914448_10",1,2,5,99998,2001,4999,NA,2,3000,4,NA,NA,NA,0,"us-born","High school diploma",3500
"740","915190_21",1,0,5,99998,7001,9999,NA,5,NA,NA,NA,NA,NA,0,"us-born","No degree",8500
"741","916597_10",1,4,5,1000,NA,NA,NA,2,1100,4,NA,NA,NA,0,"us-born","College degree",1000
"742","916725_21",1,0,5,1200,NA,NA,NA,5,NA,NA,NA,NA,NA,0,"us-born","No degree",1200
"743","918579_20",1,0,5,10000,NA,NA,NA,2,750,4,NA,NA,NA,0,"us-born","No degree",10000
"744","919366_20",1,0,5,1200,NA,NA,NA,2,1200,4,NA,NA,NA,0,"us-born","No degree",1200
"745","919603_10",5,0,6,9000,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"foreign","No degree",9000
"746","920331_11",1,0,5,99998,10001,99999996,NA,5,NA,NA,NA,NA,NA,0,"us-born","No degree",14071.255
